cement,slag,silica_fume,limestone_powder,quartz_powder,fly_ash,nano_silica,aggregate,water,fiber,superplasticizer,temperature,age,compressive_strength
435.1,0,0,263.7,175.9,0,4.4,1273.4,175.8,195,43.9,21,28,120.16
960,0,240,0,0,0,0,779.2,234,39,45,23,7,120.2
472,315,262,0,0,0,0,1049,178,156,21,20,28,120.4
472,315,262,0,0,0,0,1049,178,156,21,23,28,120.5
594.2,0,0,265.3,0,0,24.8,1282.3,176.9,156,44.2,21,28,120.56
700,0,50,0,0,150,0,1104,180,156,30,20,7,120.6
720,0,80,0,0,0,0,1422.9,160,0,29.6,23,28,120.7
946,0,71,47,0,166,0,860,166,0,35.76,23,3,120.77
874.9,0,43.7,0,0,0,0,1273.4,202.1,156,45.9,21,7,120.81
699.9,0,43.7,0,175,0,0,1273.4,202.1,78,45.9,21,28,120.81
756.5,0,133.5,0,0,0,0,1231,178,0,30.2,21,90,120.9
472,315,262,0,0,0,0,1049,178,156,21,20,7,120.9
792,0,0,0,0,0,8,1450.8,160,0,28.8,23,28,120.9
796,0,0,0,0,0,4,1461.1,160,0,25.2,23,56,120.9
472,315,262,0,0,0,0,1049,178,156,21,23,7,120.9
434.1,186,114.2,0,0,164.9,0,1275,161.9,156,36,20,7,121.7
750,0,144,0,0,200,0,990,182,0,38,20,28,121.8
960,0,240,0,0,0,0,780.5,234,39,45,23,7,121.8
900,0,110,0,0,110,0,1036,163,156,40,23,14,122
680,0,120,0,0,0,0,1462,160,0,11.22,23,28,122.05
720,0,180,0,0,0,0,1260,198,0,10.8,23,28,122.05
776,0,0,0,0,0,24,1409.7,160,0,43.2,23,56,122.3
450,300,144,0,0,200,0,990,182,0,34,20,28,122.3
852,0,216,0,0,0,10.8,923,177,156,32.36,20,7,122.6
960,0,240,0,0,0,0,771.9,234,58.5,45,23,7,122.6
765,0,135,0,0,0,0,1315.8,180,0,10.79,23,28,122.6
699.9,0,43.7,0,175,0,0,1273.4,202.1,195,45.9,21,7,122.82
472,315,262,0,0,0,0,1049,178,156,21,20,28,122.9
680,0,120,0,0,0,0,1502.8,144,0,9.59,23,28,122.93
850,0,150,0,0,0,0,1122,220,0,11.99,23,28,122.93
712,0,80,0,0,0,8,1400.3,160,0,37.6,23,14,123
900,0,165,0,0,55,0,1021,163,156,40,23,14,123
325.3,0,75.7,1058.2,0,0,0,455.4,201.4,0,5.2,23,56,123.05
847,0,215.8,0,0,0,16.2,1079,177,0,21.6,20,90,123.2
784,0,0,0,0,0,16,1430.2,160,0,36,23,28,123.4
792,0,0,0,0,0,8,1450.8,160,0,28.8,23,56,123.4
472,315,262,0,0,0,0,1049,178,156,21,23,28,123.4
675,0,225,0,0,0,0,1289.25,180,0,10.8,23,28,123.4
937,0,70,47,0,164,0,851,164,78,36.82,23,14,123.5
792,0,264,0,0,0,0,1056,173,156,21.1,20,7,123.66
847,0,216,0,0,0,16.2,1079,177,0,21.6,23,28,124
845.5,0,44.5,0,0,0,0,1231,178,0,30.2,21,56,124.1
800,0,0,0,0,0,0,1471.3,160,0,21.6,23,90,124.1
900,0,220,0,0,0,0,1005,163,156,40,23,7,124.1
720,0,80,0,0,0,0,1422.9,160,0,29.6,23,56,124.2
960,0,240,0,0,0,0,773.8,234,58.5,45,23,7,124.2
720,0,180,0,0,0,0,1303.2,180,0,10.8,23,28,124.2
594.2,0,0,265.3,0,0,24.8,1282.3,176.9,156,44.2,21,28,124.44
630,0,220,0,0,270,0,994,163,156,40,23,14,124.5
401,0,124,0,397,328,0,833,170,156,30,23,28,124.7
874.9,0,43.7,0,0,0,0,1273.4,202.1,78,45.9,21,28,124.83
1251.2,0,291.3,0,0,0,0,407.8,201.4,0,28.2,23,7,124.94
716,0,80,0,0,0,4,1411.6,160,0,33.6,23,28,125
750,0,250,0,0,0,0,1140,200,0,12,23,28,125
720,0,220,0,0,180,0,998,163,156,40,23,14,125.1
700,0,50,0,0,150,0,1104,180,195,30,20,7,125.2
675,75,144,0,0,200,0,990,182,0,38,20,28,125.2
810,0,220,0,0,90,0,1002,163,156,40,23,14,125.3
845.5,0,44.5,0,0,0,0,1231,178,0,30.2,21,90,125.4
720,0,180,0,0,0,0,1310.4,180,0,9,23,28,125.56
796,0,0,0,0,0,4,1461.1,160,0,25.2,23,90,125.7
704,0,80,0,0,0,16,1379.8,160,0,44.8,23,14,126
784,0,0,0,0,0,16,1430.2,160,0,36,23,56,126
612.4,0,43.7,262.5,0,0,0,1273.4,202.1,117,45.9,21,28,126.17
1009,0,0,0,0,0,0,1231,201.8,0,34.2,21,56,126.2
845.5,0,44.5,0,0,0,0,1231,178,0,30.2,21,90,126.2
430.7,0,0,263.7,175.9,0,8.8,1273.4,175.8,195,43.9,21,28,126.38
800,0,200,0,0,0,0,1160,200,0,12,23,28,126.6
960,0,240,0,0,0,0,767.2,234,78,45,23,7,126.9
525,225,144,0,0,200,0,990,182,0,36,20,28,127.1
696,0,80,0,0,0,24,1359.2,160,0,52,23,28,127.3
720,0,180,0,0,0,0,1296,180,0,12.6,23,28,127.32
850,0,150,0,0,0,0,1181.5,200,0,10.03,23,28,127.32
801,0,89,0,0,0,0,1231,178,0,30.2,21,56,127.4
472,315,262,0,0,0,0,1049,178,156,21,20,28,127.4
960,0,240,0,0,0,0,764.7,234,78,45,23,7,127.4
801,0,89,0,0,0,0,1231,178,0,30.2,21,90,127.6
600,150,144,0,0,200,0,990,182,0,36,20,28,127.6
472,315,262,0,0,0,0,1049,178,156,21,23,28,127.6
784,0,157,235,0,0,0,823,171,0,39.66,23,28,127.87
857.8,0,215.8,0,0,0,5.4,1079,177,0,21.6,20,90,128
784,0,261,0,0,0,0,1045,171,234,20.9,20,7,128.07
850,0,150,0,0,0,0,1173,200,0,11.99,23,28,128.1
720,0,180,0,0,0,0,1353.6,162,0,10.8,23,28,128.2
858,0,216,0,0,0,5.4,1079,177,0,21.6,23,28,128.26
716,0,80,0,0,0,4,1411.6,160,0,33.6,23,56,128.8
958.55,0,50.45,0,0,0,0,1231,201.8,0,34.2,21,56,129
594.2,0,0,265.3,0,0,24.8,1282.3,176.9,156,44.2,21,28,129.01
960,0,240,0,0,0,0,754,234,117,45,23,7,129.2
1009,0,0,0,0,0,0,1231,201.8,0,34.2,21,56,129.3
594.2,0,0,265.3,0,0,24.8,1282.3,176.9,156,44.2,21,28,129.44
594.2,0,0,265.3,0,0,24.8,1282.3,176.9,156,44.2,21,28,129.58
852,0,216,0,0,0,10.8,1079,177,0,21.6,23,28,129.79
496.1,124,114.2,0,0,164.9,0,1275.9,161.9,156,36,20,7,129.8
776,0,0,0,0,0,24,1409.7,160,0,43.2,23,90,129.9
850,0,150,0,0,0,0,1173,200,0,14.03,23,28,129.95
800,0,267,0,0,0,0,1067,175,78,21.3,20,28,129.96
270,180,90,360,0,0,0,1539,144,0,18,20,28,130
960,0,240,0,0,0,0,720.7,234,117,57,23,7,130
712,0,80,0,0,0,8,1400.3,160,0,37.6,23,28,130.1
699.9,0,43.7,0,175,0,0,1273.4,202.1,117,45.9,21,28,130.2
890,0,222,0,0,0,0,799,222,117,29.7,23,28,130.3
720,0,80,0,0,0,0,1422.9,160,0,29.6,23,90,130.3
558.1,62,114.2,0,0,164.9,0,1276.6,161.9,156,36,20,7,130.5
792,0,0,0,0,0,8,1450.8,160,0,28.8,23,90,130.6
630,0,220,0,0,270,0,994,163,156,40,23,28,130.6
526.1,175.4,210.5,0,259.6,0,0,820.8,164.2,156,17.5,90,28,130.6
852.4,0,215.8,0,0,0,10.8,1079,177,0,21.6,20,90,130.7
450,0,50,0,0,0,0,1992,90,0,18,20,28,131
946,0,71,47,0,166,0,860,166,0,35.76,23,14,131.69
756.75,0,50.45,0,0,201.8,0,1231,201.8,0,34.2,21,56,131.7
704,0,80,0,0,0,16,1379.8,160,0,44.8,23,28,131.8
696,0,80,0,0,0,24,1359.2,160,0,52,23,56,131.8
720,0,220,0,0,180,0,998,163,156,40,23,28,132.2
874.9,0,43.7,0,0,0,0,1273.4,202.1,117,45.9,21,28,132.22
960,0,240,0,0,0,0,706.2,234,156,57,23,7,132.4
950,0,255,0,0,0,0,873,189,0,31,23,28,132.5
850,0,150,0,0,0,0,1224,180,0,11.99,23,28,132.59
716,0,80,0,0,0,4,1411.6,160,0,33.6,23,90,132.8
900,0,220,0,0,0,0,1005,163,156,40,23,14,132.9
594.2,0,0,265.3,0,0,24.8,1282.3,176.9,156,44.2,21,28,132.96
450,360,90,0,0,0,0,1539,162,0,18,20,56,133
784,0,0,0,0,0,16,1430.2,160,0,36,23,90,133.3
620.2,0,114.2,0,0,164.9,0,1277.5,161.9,156,36,20,7,134.2
612.4,0,43.7,262.5,0,0,0,1273.4,202.1,156,45.9,21,28,134.23
472,315,262,0,0,0,0,1049,178,156,21,23,28,134.3
472,315,262,0,0,0,0,1049,178,156,21,20,28,134.4
777,0,155,233,0,0,0,816,169,78,40.64,23,28,134.43
712,0,80,0,0,0,8,1400.3,160,0,37.6,23,56,134.8
630,0,70,0,0,0,0,1788,126,0,18,20,28,135
941.5,0,255,0,0,0,9.5,873,189,0,31,23,28,135.8
594.2,0,0,265.3,0,0,24.8,1282.3,176.9,156,44.2,21,28,136.34
960,0,240,0,0,0,0,740.7,234,156,45,23,7,136.6
960,0,240,0,0,0,0,793.7,234,0,45,23,28,136.6
810,0,90,0,0,0,0,1539,162,0,18,20,28,137
932,0,255,0,0,0,19,873,189,0,31,23,28,137
902.5,0,200,0,350,0,47.5,810,230,234,53,20,28,137.2
704,0,80,0,0,0,16,1379.8,160,0,44.8,23,56,137.4
712,0,80,0,0,0,8,1400.3,160,0,37.6,23,90,137.9
741,0,185,194.25,64.75,0,0,815,185,156,9,30,7,138
900,0,110,0,0,110,0,1036,163,156,40,23,28,138.2
700,0,50,0,0,150,0,1104,180,78,30,20,28,138.3
696,0,80,0,0,0,24,1359.2,160,0,52,23,90,138.3
950,0,255,0,0,0,0,873,189,0,31,23,90,138.7
900,0,165,0,0,55,0,1021,163,156,40,23,28,138.8
450,0,50,0,0,0,0,1992,90,0,18,20,56,139
270,180,90,360,0,0,0,1539,144,0,18,20,56,139
912,0,255,0,0,0,38,873,189,0,31,23,28,139.2
1009,0,0,0,0,0,0,1231,201.8,0,34.2,21,90,139.3
401,328,124,0,397,0,0,833,170,156,30,23,28,139.4
594.2,0,0,265.3,0,0,24.8,1282.3,176.9,156,44.2,21,28,139.44
699.9,0,43.7,0,175,0,0,1273.4,202.1,156,45.9,21,28,139.6
561.2,140.3,210.5,0,259.6,0,0,820.8,164.2,156,17.5,90,28,139.6
941.5,0,255,0,0,0,9.5,873,189,0,31,23,90,139.8
912,0,255,0,0,0,38,873,189,0,31,23,90,140.4
810,0,220,0,0,90,0,1002,163,156,40,23,28,140.4
950,0,200,0,350,0,0,570,230,234,53,20,28,140.7
1251.2,0,291.3,0,0,0,0,407.8,201.4,0,28.2,23,14,140.83
630,180,90,0,0,0,0,1539,162,0,18,20,56,141
800,0,100,0,200,0,0,980,200,0,9.6,20,90,141.1
800,0,200,0,200,0,0,880,200,0,9.6,20,28,141.3
932,0,255,0,0,0,19,873,189,0,31,23,90,141.5
704,0,80,0,0,0,16,1379.8,160,0,44.8,23,90,141.6
612.4,0,43.7,262.5,0,0,0,1273.4,202.1,195,45.9,21,28,141.61
594.2,0,0,265.3,0,0,24.8,1282.3,176.9,156,44.2,21,28,141.67
630,180,90,0,0,0,0,1539,144,0,18,20,28,142
741,0,185,64.75,194.25,0,0,815,185,156,9,30,7,142
863,0,216,0,0,0,0,923,177,156,32.37,20,28,142.1
902.5,0,200,0,350,0,47.5,690,230,234,53,20,28,142.4
575.6,0,134,772.2,0,0,0,455.7,201.4,0,5.1,23,14,142.64
900,0,220,0,0,0,0,1005,163,156,40,23,28,143
921.5,0,255,0,0,0,28.5,873,189,0,31,23,28,143.2
472,315,262,0,0,0,0,1049,178,156,21,20,28,143.5
472,315,262,0,0,0,0,1049,178,156,21,23,28,143.5
741,0,185,0,259,0,0,815,185,156,9,30,7,144
950,0,200,0,350,0,0,810,230,234,53,20,28,144.5
960,0,240,0,0,0,0,786.4,234,19.5,45,23,28,144.5
950,0,200,0,350,0,0,690,230,234,53,20,28,144.7
666.4,35.1,210.5,0,259.6,0,0,820.8,164.2,156,17.5,90,28,144.7
946,0,71,47,0,166,0,860,166,0,35.76,23,28,144.81
825,0,206,0,0,0,0,1114,206,78,25,23,28,145.5
630,0,70,0,0,0,0,1788,126,0,18,20,56,146
874.9,0,43.7,0,0,0,0,1273.4,202.1,156,45.9,21,28,146.31
800,0,200,0,100,0,0,980,200,0,9.6,20,28,146.5
833,0,208,0,0,0,0,1125,208,0,25,23,28,147
1251.2,0,291.3,0,0,0,0,407.8,201.4,0,28.2,23,28,147.27
800,0,100,0,200,0,0,980,200,0,9.6,20,28,147.3
596.3,105.2,210.5,0,259.6,0,0,820.8,164.2,156,17.5,90,28,147.4
817,0,204,0,0,0,0,1102,204,156,25,23,28,147.5
921.5,0,255,0,0,0,28.5,873,189,0,31,23,90,147.7
729,0,182,0,0,0,0,1150,182,156,27,20,28,148
699.9,0,43.7,0,175,0,0,1273.4,202.1,195,45.9,21,28,148.32
902.5,0,200,0,350,0,47.5,570,230,234,53,20,28,148.4
825.8,0,192.3,486.2,0,0,0,444.4,201.4,0,10.5,23,14,148.52
960,0,240,0,0,0,0,779.2,234,39,45,23,28,148.6
960,0,240,0,0,0,0,787.1,234,19.5,45,23,28,148.7
800,0,267,0,0,0,0,1067,175,78,21.3,20,90,148.87
700,0,50,0,0,150,0,1104,180,117,30,20,28,149.5
1009,0,0,0,0,0,0,1231,201.8,0,34.2,21,90,149.7
630,180,90,0,0,0,0,1539,126,0,18,20,28,150
450,180,90,180,0,0,0,1539,144,0,18,20,28,150
810,0,90,0,0,0,0,1539,162,0,18,20,56,150
270,180,90,360,0,0,0,1539,144,0,18,20,90,150
960,0,240,0,0,0,0,780.5,234,39,45,23,28,150.1
960,0,240,0,0,0,0,793.7,234,0,45,23,56,150.1
792,0,264,0,0,0,0,1056,173,156,21.1,20,28,150.13
931,0,200,0,350,0,19,570,230,234,53,20,28,150.6
937,0,70,47,0,164,0,851,164,78,36.82,23,28,150.82
784,0,157,235,0,0,0,823,171,0,39.66,23,90,150.82
450,0,50,0,0,0,0,1992,90,0,18,20,90,151
630,0,220,0,0,270,0,994,163,156,40,23,56,151
365,365,183,0,0,0,0,1150,183,156,17,20,28,151
960,0,240,0,0,0,0,771.9,234,58.5,45,23,28,151.8
777,0,155,233,0,0,0,816,169,78,40.64,23,90,151.91
756.75,0,50.45,0,0,201.8,0,1231,201.8,0,34.2,21,90,152.1
900,0,110,0,0,110,0,1036,163,156,40,23,56,152.4
960,0,240,0,0,0,0,773.8,234,58.5,45,23,28,152.5
700,0,50,0,0,150,0,1104,180,156,30,20,28,153.3
720,0,220,0,0,180,0,998,163,156,40,23,56,153.7
434.1,186,114.2,0,0,164.9,0,1275,161.9,156,36,20,14,153.9
432,216,216,0,0,216,0,923,177,156,32.4,20,28,154.4
852,0,216,0,0,0,10.8,923,177,156,32.36,20,28,154.4
900,0,165,0,0,55,0,1021,163,156,40,23,56,154.8
960,0,240,0,0,0,0,767.2,234,78,45,23,28,154.8
960,0,240,0,0,0,0,764.7,234,78,45,23,28,154.8
758,0,190,0,0,184,0,1138,166.76,0,27,20,28,155
741,0,185,259,0,0,0,815,185,0,9,30,28,155
958.55,0,50.45,0,0,0,0,1231,201.8,0,34.2,21,90,155.2
931,0,200,0,350,0,19,690,230,234,53,20,28,155.4
874.9,0,43.7,0,0,0,0,1273.4,202.1,195,45.9,21,28,155.71
575.6,0,134,772.2,0,0,0,455.7,201.4,0,5.1,23,28,155.87
647,0,216,0,0,216,0,923,177,156,32.37,20,28,156
829,0,216,0,0,0,34.5,923,177,156,32.39,20,28,156
700,0,50,0,0,150,0,1104,180,195,30,20,28,156.1
960,0,240,0,0,0,0,793.7,234,0,45,23,90,156.1
960,0,240,0,0,0,0,720.7,234,117,57,23,28,156.2
1251.2,0,291.3,0,0,0,0,407.8,201.4,0,28.2,23,56,156.53
480,0,171,0,0,206,0,1150,171,156,33,20,28,157
647,216,216,0,0,0,0,923,177,156,32.37,20,28,157.2
810,0,220,0,0,90,0,1002,163,156,40,23,56,157.2
741,0,185,194.25,64.75,0,0,815,185,156,9,30,28,158
950,0,234,0,95,0,0,1030,215,234,12.7,23,28,158.1
784,0,261,0,0,0,0,1045,171,234,20.9,20,28,158.32
630,180,90,0,0,0,0,1539,126,0,18,20,56,159
450,0,50,0,0,0,0,1992,90,0,18,20,180,159
745,0,186,0,0,181,0,1118,171.35,0,27,20,28,159
741,0,185,64.75,194.25,0,0,815,185,156,9,30,28,159
631.4,70.1,210.5,0,259.6,0,0,820.8,164.2,156,17.5,90,28,159.1
800,0,200,0,0,0,0,1080,200,0,14.4,20,28,159.2
1151.11,0,211.89,0,0,0,0,1231,272.6,0,46.2,90,28,159.7
630,180,90,0,0,0,0,1539,144,0,18,20,56,160
630,0,70,0,0,0,0,1788,126,0,18,20,90,160
270,180,90,360,0,0,0,1539,144,0,18,20,180,160
741,0,185,129.5,129.5,0,0,815,185,156,9,30,28,160
960,0,240,0,0,0,0,706.2,234,156,57,23,28,160.1
558.1,62,114.2,0,0,164.9,0,1276.6,161.9,156,36,20,14,160.5
960,0,240,0,0,0,0,754,234,117,45,23,28,160.6
946,0,71,47,0,166,0,860,166,0,35.76,23,90,160.66
960,0,240,0,0,0,0,786.4,234,19.5,45,23,56,160.9
450,180,90,180,0,0,0,1539,144,0,18,20,56,161
450,0,50,0,0,0,0,1992,90,0,18,20,365,161
960,0,240,0,0,0,0,793.7,234,0,45,23,180,161.3
792,0,264,0,0,0,0,1056,173,156,21.1,20,90,161.47
900,0,220,0,0,0,0,1005,163,156,40,23,56,161.6
701.5,0,210.5,0,259.6,0,0,820.8,164.2,156,17.5,200,28,161.9
745,0,186,0,0,181,0,1118,171.35,0,27,20,28,162
496.1,124,114.2,0,0,164.9,0,1275.9,161.9,156,36,20,14,162
850,0,137.5,0,0,112.5,0,1100,176,234,8,23,28,162.1
850,0,137.5,0,0,112.5,0,1100,176,234,8,23,28,162.8
960,0,240,0,0,0,0,740.7,234,156,45,23,28,162.8
960,0,240,0,0,0,0,787.1,234,19.5,45,23,56,163.1
800,0,200,0,200,0,0,880,200,0,9.6,20,90,163.3
960,0,240,0,0,0,0,779.2,234,39,45,23,56,163.3
1151.11,0,211.89,0,0,0,0,1231,272.6,0,46.2,90,28,163.9
270,180,90,360,0,0,0,1539,144,0,18,20,365,164
960,0,240,0,0,0,0,771.9,234,58.5,45,23,56,164.7
960,0,240,0,0,0,0,764.7,234,78,45,23,56,164.9
741,0,185,0,259,0,0,815,185,156,9,30,90,165
960,0,240,0,0,0,0,786.4,234,19.5,45,23,90,165.1
960,0,240,0,0,0,0,720.7,234,117,57,23,56,165.5
808,0,202,0,0,0,0,1091,202,234,24,23,28,165.7
1151.11,0,211.89,0,0,0,0,1231,272.6,0,46.2,90,28,165.8
753,0,188,0,0,183,0,1129,180.72,0,27,20,28,166
729,0,124,0,397,0,0,833,170,156,30,23,28,166.1
960,0,240,0,0,0,0,780.5,234,39,45,23,56,166.2
800,0,100,0,200,0,0,980,200,0,9.6,20,90,166.4
784,0,261,0,0,0,0,1045,171,234,20.9,20,90,166.51
937,0,70,47,0,164,0,851,164,78,36.82,23,90,166.67
960,0,240,0,0,0,0,706.2,234,156,57,23,56,166.7
630,0,70,0,0,0,0,1788,126,0,18,20,180,167
741,0,185,129.5,129.5,0,0,815,185,156,9,30,90,167
825.8,0,192.3,486.2,0,0,0,444.4,201.4,0,10.5,23,28,167.18
960,0,240,0,0,0,0,773.8,234,58.5,45,23,56,167.6
960,0,240,0,0,0,0,779.2,234,39,45,23,90,167.7
960,0,240,0,0,0,0,787.1,234,19.5,45,23,90,167.8
960,0,240,0,0,0,0,771.9,234,58.5,45,23,90,167.9
960,0,240,0,0,0,0,786.4,234,19.5,45,23,180,167.9
630,180,90,0,0,0,0,1539,126,0,18,20,90,168
630,180,90,0,0,0,0,1539,126,0,18,20,180,168
630,180,90,0,0,0,0,1539,126,0,18,20,365,168
741,0,185,194.25,64.75,0,0,815,185,156,9,30,90,168
434.1,186,114.2,0,0,164.9,0,1275,161.9,156,36,20,28,168.4
950,0,234,0,95,0,0,1030,215,234,12.7,23,28,168.6
630,180,90,0,0,0,0,1539,162,0,18,20,90,169
630,0,70,0,0,0,0,1788,126,0,18,20,365,169
960,0,240,0,0,0,0,764.7,234,78,45,23,90,169.1
960,0,240,0,0,0,0,779.2,234,39,45,23,180,169.1
960,0,240,0,0,0,0,780.5,234,39,45,23,90,169.4
960,0,240,0,0,0,0,787.1,234,19.5,45,23,180,169.8
810,0,90,0,0,0,0,1539,162,0,18,20,90,170
630,180,90,0,0,0,0,1539,162,0,18,20,180,170
666.4,35.1,210.5,0,259.6,0,0,820.8,164.2,156,17.5,200,28,170.1
960,0,240,0,0,0,0,771.9,234,58.5,45,23,180,170.3
850,0,260,0,212,0,0,850,170,156,45,23,28,170.4
960,0,240,0,0,0,0,773.8,234,58.5,45,23,90,170.5
1151.11,0,211.89,0,0,0,0,1231,272.6,234,46.2,90,28,170.6
558.1,62,114.2,0,0,164.9,0,1276.6,161.9,156,36,20,28,170.7
960,0,240,0,0,0,0,767.2,234,78,45,23,56,170.7
960,0,240,0,0,0,0,720.7,234,117,57,23,90,170.9
960,0,240,0,0,0,0,780.5,234,39,45,23,180,170.9
741,0,185,64.75,194.25,0,0,815,185,156,9,30,90,171
575.6,0,134,772.2,0,0,0,455.7,201.4,0,5.1,23,56,171
850,0,260,0,212,0,0,850,170,156,45,23,28,171.2
630,180,90,0,0,0,0,1539,144,0,18,20,90,172
480,0,171,0,0,206,0,1150,171,156,33,210,28,172
960,0,240,0,0,0,0,773.8,234,58.5,45,23,180,172.3
960,0,240,0,0,0,0,706.2,234,156,57,23,90,172.5
960,0,240,0,0,0,0,764.7,234,78,45,23,180,172.5
960,0,240,0,0,0,0,754,234,117,45,23,56,172.7
850,0,260,0,212,0,0,850,170,156,45,23,28,172.9
850,0,260,0,212,0,0,850,170,156,45,23,28,173.2
960,0,240,0,0,0,0,740.7,234,156,45,23,56,173.2
960,0,240,0,0,0,0,767.2,234,78,45,23,90,173.6
810,0,90,0,0,0,0,1539,162,0,18,20,180,174
630,180,90,0,0,0,0,1539,162,0,18,20,365,174
960,0,240,0,0,0,0,720.7,234,117,57,23,180,174.2
850,0,260,0,212,0,0,850,170,156,45,23,28,174.6
630,180,90,0,0,0,0,1539,144,0,18,20,180,175
960,0,240,0,0,0,0,767.2,234,78,45,23,180,175.2
496.1,124,114.2,0,0,164.9,0,1275.9,161.9,156,36,20,28,175.8
800,0,200,0,100,0,0,980,200,0,9.6,20,90,175.9
631.4,70.1,210.5,0,259.6,0,0,820.8,164.2,156,17.5,200,28,175.9
450,180,90,180,0,0,0,1539,144,0,18,20,90,176
850,0,260,0,212,0,0,850,170,156,45,23,28,176.6
960,0,240,0,0,0,0,754,234,117,45,23,90,176.8
810,0,90,0,0,0,0,1539,162,0,18,20,365,177
1151.11,0,211.89,0,0,0,0,1231,272.6,234,46.2,90,28,177
960,0,240,0,0,0,0,706.2,234,156,57,23,180,177.2
630,180,90,0,0,0,0,1539,144,0,18,20,365,178
960,0,240,0,0,0,0,754,234,117,45,23,180,178.1
450,180,90,180,0,0,0,1539,144,0,18,20,180,179
1151.11,0,211.89,0,0,0,0,1231,272.6,234,46.2,90,28,179
561.2,140.3,210.5,0,259.6,0,0,820.8,164.2,156,17.5,200,28,179.1
850,0,260,0,212,0,0,850,170,156,45,23,28,180.3
960,0,240,0,0,0,0,740.7,234,156,45,23,90,180.3
850,0,260,0,212,0,0,850,170,156,45,23,28,180.8
778,0,194,0,0,189,0,1167,178.94,0,28,20,28,181
850,0,260,0,212,0,0,850,170,156,45,23,28,181
850,0,260,0,212,0,0,850,170,156,45,23,28,181.7
850,0,260,0,212,0,0,850,170,156,45,23,28,182.4
960,0,240,0,0,0,0,740.7,234,156,45,23,180,182.4
450,180,90,180,0,0,0,1539,144,0,18,20,365,183
850,0,260,0,212,0,0,850,170,156,45,23,28,184
850,0,260,0,212,0,0,850,170,156,45,23,28,184.4
850,0,260,0,212,0,0,850,170,156,45,23,28,185.2
850,0,260,0,212,0,0,850,170,156,45,23,28,186.1
788.5,0,433.7,0,0,0,0,867.4,160.3,78,52.6,23,28,186.7
850,0,260,0,212,0,0,850,170,156,45,23,28,186.8
788.5,0,197.1,0,0,0,0,1104,160.3,156,50,23,28,187.1
850,0,260,0,212,0,0,850,170,156,45,23,28,187.5
850,0,260,0,212,0,0,850,170,156,45,23,28,188.2
850,0,260,0,212,0,0,850,170,156,45,23,28,190.2
850,0,260,0,212,0,0,850,170,156,45,23,28,191.2
850,0,260,0,212,0,0,850,170,156,45,23,28,192.2
788.5,0,197.1,0,0,0,0,1104,160.3,156,50,23,28,192.3
850,0,260,0,212,0,0,850,170,156,45,23,28,193.5
850,0,260,0,212,0,0,850,170,156,45,23,28,194.9
850,0,260,0,212,0,0,850,170,156,45,23,28,195.2
788.5,0,433.7,0,0,0,0,867.4,160.3,0,52.6,23,28,195.2
850,0,260,0,212,0,0,850,170,156,45,23,28,196.9
850,0,260,0,212,0,0,850,170,156,45,23,28,197.6
850,0,260,0,212,0,0,850,170,156,45,23,28,197.9
850,0,260,0,212,0,0,850,170,156,45,23,28,198.5
788.5,0,433.7,0,0,0,0,867.4,160.3,39,52.6,23,28,198.6
788.5,0,433.7,0,0,0,0,867.4,160.3,78,52.6,23,28,199.6
850,0,260,0,212,0,0,850,170,156,45,23,28,199.9
850,0,260,0,212,0,0,850,170,156,45,23,28,200
850,0,260,0,212,0,0,850,170,156,45,23,28,201.2
788.5,0,433.7,0,0,0,0,867.4,160.3,156,52.6,23,28,201.4
850,0,260,0,212,0,0,850,170,156,45,23,28,202.2
850,0,260,0,212,0,0,850,170,156,45,23,28,203.9
788.5,0,197.1,0,0,0,0,1104,160.3,156,50,23,28,204.4
788.5,0,433.7,0,0,0,0,867.4,160.3,156,52.6,23,28,205.1
850,0,260,0,212,0,0,850,170,156,45,23,28,205.6
850,0,260,0,212,0,0,850,170,156,45,23,28,206.2
850,0,260,0,212,0,0,850,170,156,45,23,28,206.6
850,0,260,0,212,0,0,850,170,156,45,23,28,206.78
850,0,260,0,212,0,0,850,170,156,45,23,28,207.8
850,0,260,0,212,0,0,850,170,156,45,23,28,208.2
788.5,0,433.7,0,0,0,0,867.4,160.3,78,52.6,23,28,208.4
788.5,0,433.7,0,0,0,0,867.4,160.3,39,52.6,23,28,209.4
788.5,0,433.7,0,0,0,0,867.4,160.3,156,52.6,23,28,209.6
788.5,0,433.7,0,0,0,0,867.4,160.3,117,52.6,23,28,209.7
788.5,0,433.7,0,0,0,0,867.4,160.3,39,52.6,23,28,211.2
788.5,0,433.7,0,0,0,0,867.4,160.3,117,52.6,23,28,218.1
788.5,0,433.7,0,0,0,0,867.4,160.3,156,52.6,23,28,218.4
788.5,0,433.7,0,0,0,0,867.4,160.3,156,52.6,23,28,218.5
788.5,0,433.7,0,0,0,0,867.4,160.3,156,52.6,23,28,220.2
788.5,0,433.7,0,0,0,0,867.4,160.3,117,52.6,23,28,220.5
